sn	datatype	location	animal	aname	areaid	timebinid	pn	start	end	startreason	endreason	stdate	sttime	algostatus	phename	expdur	period	frect	fredur	midct	burct	burdur	actinteg	operator	locationcode	samplecode	active	parallelize	skipimagecount	showdetectioninexperiment	sensthr	xscale	yscale	scaleunit	behavname	burstthr	freezthr	chronolog	helpder column	column
1	QuantizationSum	LocA49		E01_Name	260	1	1	3840	3900	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						4580.526056732877	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	3840	3900	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						2080.526056732877	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	3900	3960	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						4125.186513868395	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	3900	3960	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						1625.186513868395	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	3960	4020	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						4073.3091823425552	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	3960	4020	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						1573.3091823425557	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	4020	4080	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						3802.4143592215232	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	4020	4080	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						1302.4143592215237	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	4080	4140	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						2916.446329635274	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	4080	4140	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						416.4463296352743	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	4140	4200	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						1964.7353536361368	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	4140	4200	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	4200	4260	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	4200	4260	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	4260	4320	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	4260	4320	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	4320	4380	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	4320	4380	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	4380	4440	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	4380	4440	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	4440	4500	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	4440	4500	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	4500	4560	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	4500	4560	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	4560	4620	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	4560	4620	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	4620	4680	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	4620	4680	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	4680	4740	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	4680	4740	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	4740	4800	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	4740	4800	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	4800	4860	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						5782.4084763915935	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	4800	4860	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						3282.4084763915935	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	4860	4920	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						4780.649152998537	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	4860	4920	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						2280.649152998537	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	4920	4980	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						5329.14542116101	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	4920	4980	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						2829.14542116101	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	4980	5040	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						3571.5824727344934	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	4980	5040	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						1071.5824727344936	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	5040	5100	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						4015.74875746872	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	5040	5100	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						1515.7487574687202	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	5100	5160	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						3718.69286532307	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	5100	5160	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						1218.69286532307	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	5160	5220	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						4576.1692419491355	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	5160	5220	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						2076.169241949136	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	5220	5280	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						2947.968261848076	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	5220	5280	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						447.9682618480759	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	5280	5340	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						2120.1135613644333	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	5280	5340	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA49		E01_Name	260	1	1	5340	5400	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						160.69799849793003	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA61		F01_Name	272	1	1	5340	5400	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						0	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA02		A02_Name	213	1	1	0	60	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						4688.269912102898	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA14		B02_Name	225	1	1	0	60	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						2188.2699121028977	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA02		A02_Name	213	1	1	60	120	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						4849.495409362629	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA14		B02_Name	225	1	1	60	120	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						2349.4954093626293	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA02		A02_Name	213	1	1	120	180	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						3662.2246463663064	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA14		B02_Name	225	1	1	120	180	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						1162.2246463663064	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA02		A02_Name	213	1	1	180	240	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						4818.336486278092	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA14		B02_Name	225	1	1	180	240	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						2318.336486278092	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA02		A02_Name	213	1	1	240	300	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						4526.576948267375	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA14		B02_Name	225	1	1	240	300	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						2026.5769482673747	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA02		A02_Name	213	1	1	300	360	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						3283.865380550528	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA14		B02_Name	225	1	1	300	360	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						783.8653805505285	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA02		A02_Name	213	1	1	360	420	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						4179.161056338675	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA14		B02_Name	225	1	1	360	420	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						1679.161056338675	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA02		A02_Name	213	1	1	420	480	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						3570.486595804053	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA14		B02_Name	225	1	1	420	480	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						1070.4865958040532	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA02		A02_Name	213	1	1	480	540	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						4963.507267327138	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA14		B02_Name	225	1	1	480	540	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						2463.507267327138	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA02		A02_Name	213	1	1	540	600	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						4359.90545195776	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA14		B02_Name	225	1	1	540	600	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						1859.9054519577608	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA02		A02_Name	213	1	1	600	660	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						3902.7941137796784	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA14		B02_Name	225	1	1	600	660	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						1402.794113779678	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA02		A02_Name	213	1	1	660	720	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						4182.957398442009	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA14		B02_Name	225	1	1	660	720	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						1682.9573984420094	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA02		A02_Name	213	1	1	720	780	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						4767.376913474178	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA14		B02_Name	225	1	1	720	780	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						2267.3769134741774	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA02		A02_Name	213	1	1	780	840	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						3575.108250979326	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA14		B02_Name	225	1	1	780	840	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						1075.1082509793262	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
1	QuantizationSum	LocA02		A02_Name	213	1	1	840	900	Beginning of period	End of period	7/10/25	12:27:43		C:\Users\ZEB8159\Documents\Tyler OHara\20min-light-acclimation-4cycles-10mins-on-off.phe	001:40:05	000:01:00						4188.9665504995355	ZEB8159			1	0	1	0	20	1	1	pixel	QuantizationSum	2000	500	0	0	1
