light	time_min	strain	activity	error_level	rep
acclimation	2	WT	3727.2563446190807	low	4
acclimation	2	disease	1227.2563446190804	low	4
acclimation	3	WT	4428.638087276303	low	4
acclimation	3	disease	1928.6380872763025	low	4
acclimation	4	WT	3946.0569254988764	low	4
acclimation	4	disease	1446.0569254988764	low	4
acclimation	5	WT	3909.159797510429	low	4
acclimation	5	disease	1409.1597975104291	low	4
acclimation	6	WT	3961.6988381853967	low	4
acclimation	6	disease	1461.6988381853967	low	4
acclimation	7	WT	3397.8409573970057	low	4
acclimation	7	disease	897.8409573970057	low	4
acclimation	8	WT	4795.717564661394	low	4
acclimation	8	disease	2295.7175646613937	low	4
acclimation	9	WT	4756.764023943641	low	4
acclimation	9	disease	2256.764023943642	low	4
acclimation	10	WT	4148.963026088658	low	4
acclimation	10	disease	1648.9630260886581	low	4
acclimation	11	WT	4414.3534097376705	low	4
acclimation	11	disease	1914.35340973767	low	4
acclimation	12	WT	4727.169139319541	low	4
acclimation	12	disease	2227.169139319541	low	4
acclimation	13	WT	3688.915375198909	low	4
acclimation	13	disease	1188.915375198909	low	4
acclimation	14	WT	3558.777411636204	low	4
acclimation	14	disease	1058.7774116362039	low	4
acclimation	15	WT	4541.223989417039	low	4
acclimation	15	disease	2041.2239894170393	low	4
acclimation	16	WT	4867.303564669637	low	4
acclimation	16	disease	2367.303564669637	low	4
acclimation	17	WT	3475.170779826308	low	4
acclimation	17	disease	975.1707798263078	low	4
acclimation	18	WT	4110.707444843247	low	4
acclimation	18	disease	1610.7074448432472	low	4
acclimation	19	WT	3965.416841260986	low	4
acclimation	19	disease	1465.416841260986	low	4
dark	20	WT	6774.504123483663	low	4
dark	20	disease	4274.504123483663	low	4
dark	21	WT	5687.892396541533	low	4
dark	21	disease	3187.892396541533	low	4
dark	22	WT	5759.053474657061	low	4
dark	22	disease	3259.053474657061	low	4
dark	23	WT	4931.747278631449	low	4
dark	23	disease	2431.7472786314497	low	4
dark	24	WT	5006.718513193757	low	4
dark	24	disease	2506.7185131937567	low	4
dark	25	WT	5573.152116703027	low	4
dark	25	disease	3073.152116703027	low	4
dark	26	WT	5213.115479305755	low	4
dark	26	disease	2713.115479305755	low	4
dark	27	WT	4377.209875124796	low	4
dark	27	disease	1877.2098751247963	low	4
dark	28	WT	3156.454218997513	low	4
dark	28	disease	656.4542189975133	low	4
dark	29	WT	1914.88398653453	low	4
dark	29	disease	-585.1160134654698	low	4
light	30	WT	0	low	4
light	30	disease	0	low	4
light	31	WT	0	low	4
light	31	disease	0	low	4
light	32	WT	0	low	4
light	32	disease	0	low	4
light	33	WT	0	low	4
light	33	disease	0	low	4
light	34	WT	0	low	4
light	34	disease	0	low	4
light	35	WT	0	low	4
light	35	disease	0	low	4
light	36	WT	0	low	4
light	36	disease	0	low	4
light	37	WT	0	low	4
light	37	disease	0	low	4
light	38	WT	0	low	4
light	38	disease	0	low	4
light	39	WT	0	low	4
light	39	disease	0	low	4
dark	40	WT	6553.185737437123	low	4
dark	40	disease	4053.1857374371225	low	4
dark	41	WT	6045.272092047704	low	4
dark	41	disease	3545.272092047704	low	4
dark	42	WT	5712.310066052493	low	4
dark	42	disease	3212.310066052493	low	4
dark	43	WT	5313.60671635782	low	4
dark	43	disease	2813.6067163578205	low	4
dark	44	WT	5728.386083706518	low	4
dark	44	disease	3228.3860837065176	low	4
dark	45	WT	5497.931389103222	low	4
dark	45	disease	2997.9313891032216	low	4
dark	46	WT	4911.341885808386	low	4
dark	46	disease	2411.341885808386	low	4
dark	47	WT	2965.556933023549	low	4
dark	47	disease	465.55693302354894	low	4
dark	48	WT	2152.575722277071	low	4
dark	48	disease	-347.42427772292933	low	4
dark	49	WT	1826.3867404131508	low	4
dark	49	disease	-673.6132595868492	low	4
light	50	WT	0	low	4
light	50	disease	0	low	4
light	51	WT	0	low	4
light	51	disease	0	low	4
light	52	WT	0	low	4
light	52	disease	0	low	4
light	53	WT	0	low	4
light	53	disease	0	low	4
light	54	WT	0	low	4
light	54	disease	0	low	4
light	55	WT	0	low	4
light	55	disease	0	low	4
light	56	WT	0	low	4
light	56	disease	0	low	4
light	57	WT	0	low	4
light	57	disease	0	low	4
light	58	WT	0	low	4
light	58	disease	0	low	4
light	59	WT	0	low	4
light	59	disease	0	low	4
dark	60	WT	6671.025599723585	low	4
dark	60	disease	4171.025599723585	low	4
dark	61	WT	5660.298592551085	low	4
dark	61	disease	3160.298592551085	low	4
dark	62	WT	5328.820793412858	low	4
dark	62	disease	2828.820793412858	low	4
dark	63	WT	5608.99908366397	low	4
dark	63	disease	3108.9990836639704	low	4
dark	64	WT	5158.707206145439	low	4
dark	64	disease	2658.707206145439	low	4
dark	65	WT	5152.29446223561	low	4
dark	65	disease	2652.29446223561	low	4
dark	66	WT	3539.4926759127893	low	4
dark	66	disease	1039.4926759127893	low	4
dark	67	WT	2582.822945042255	low	4
dark	67	disease	82.82294504225524	low	4
dark	68	WT	2670.5262696053896	low	4
dark	68	disease	170.52626960538987	low	4
dark	69	WT	2716.43594256989	low	4
dark	69	disease	216.43594256988993	low	4
light	70	WT	0	low	4
light	70	disease	0	low	4
light	71	WT	0	low	4
light	71	disease	0	low	4
light	72	WT	0	low	4
light	72	disease	0	low	4
light	73	WT	0	low	4
light	73	disease	0	low	4
light	74	WT	0	low	4
light	74	disease	0	low	4
light	75	WT	0	low	4
light	75	disease	0	low	4
light	76	WT	0	low	4
light	76	disease	0	low	4
light	77	WT	0	low	4
light	77	disease	0	low	4
light	78	WT	0	low	4
light	78	disease	0	low	4
light	79	WT	0	low	4
light	79	disease	0	low	4
dark	80	WT	6410.940219147816	low	4
dark	80	disease	3910.9402191478157	low	4
dark	81	WT	5244.003249794198	low	4
dark	81	disease	2744.0032497941984	low	4
dark	82	WT	5839.903600905167	low	4
dark	82	disease	3339.903600905167	low	4
dark	83	WT	5345.07339157972	low	4
dark	83	disease	2845.0733915797196	low	4
dark	84	WT	5153.817707330022	low	4
dark	84	disease	2653.8177073300217	low	4
dark	85	WT	3337.419212375863	low	4
dark	85	disease	837.4192123758628	low	4
dark	86	WT	2561.88043688994	low	4
dark	86	disease	61.88043688994	low	4
dark	87	WT	1984.1537038845743	low	4
dark	87	disease	-515.8462961154257	low	4
dark	88	WT	2688.680935736574	low	4
dark	88	disease	188.6809357365741	low	4
dark	89	WT	1431.1890287979863	low	4
dark	89	disease	-1068.8109712020137	low	4
acclimation	0	WT	4762.184376452794	moderate	4
acclimation	0	disease	2262.1843764527944	moderate	4
acclimation	1	WT	4395.845096028044	moderate	4
acclimation	1	disease	1895.8450960280447	moderate	4
acclimation	2	WT	2804.2502055530686	moderate	4
acclimation	2	disease	304.25020555306844	moderate	4
acclimation	3	WT	3571.9176312290238	moderate	4
acclimation	3	disease	1071.9176312290235	moderate	4
acclimation	4	WT	4797.875564079999	moderate	4
acclimation	4	disease	2297.875564079999	moderate	4
acclimation	5	WT	4084.3822274713025	moderate	4
acclimation	5	disease	1584.3822274713025	moderate	4
acclimation	6	WT	4470.860099336024	moderate	4
acclimation	6	disease	1970.860099336024	moderate	4
acclimation	7	WT	2308.6463388963875	moderate	4
acclimation	7	disease	-191.35366110361235	moderate	4
acclimation	8	WT	4384.66981745795	moderate	4
acclimation	8	disease	1884.6698174579499	moderate	4
acclimation	9	WT	3502.433301126741	moderate	4
acclimation	9	disease	1002.4333011267411	moderate	4
acclimation	10	WT	3894.436342109042	moderate	4
acclimation	10	disease	1394.436342109042	moderate	4
acclimation	11	WT	4388.1875622910275	moderate	4
acclimation	11	disease	1888.1875622910277	moderate	4
acclimation	12	WT	4939.776723844899	moderate	4
acclimation	12	disease	2439.7767238448982	moderate	4
acclimation	13	WT	3630.0766718861405	moderate	4
acclimation	13	disease	1130.0766718861407	moderate	4
acclimation	14	WT	4607.247459698865	moderate	4
acclimation	14	disease	2107.247459698865	moderate	4
acclimation	15	WT	5546.779927072438	moderate	4
acclimation	15	disease	3046.779927072438	moderate	4
acclimation	16	WT	4839.096445337315	moderate	4
acclimation	16	disease	2339.0964453373153	moderate	4
acclimation	17	WT	3172.0163099130223	moderate	4
acclimation	17	disease	672.0163099130225	moderate	4
acclimation	18	WT	4635.60881918627	moderate	4
acclimation	18	disease	2135.6088191862696	moderate	4
acclimation	19	WT	3191.7346989925477	moderate	4
acclimation	19	disease	691.7346989925478	moderate	4
dark	20	WT	7474.564475436039	moderate	4
dark	20	disease	4974.564475436039	moderate	4
dark	21	WT	6236.161385416395	moderate	4
dark	21	disease	3736.161385416395	moderate	4
dark	22	WT	4611.7157369211345	moderate	4
dark	22	disease	2111.7157369211345	moderate	4
dark	23	WT	5157.687424120723	moderate	4
dark	23	disease	2657.6874241207233	moderate	4
dark	24	WT	4780.142579004454	moderate	4
dark	24	disease	2280.142579004454	moderate	4
dark	25	WT	5265.2611138560005	moderate	4
dark	25	disease	2765.261113856	moderate	4
dark	26	WT	5583.647279239396	moderate	4
dark	26	disease	3083.6472792393956	moderate	4
dark	27	WT	5284.07275986125	moderate	4
dark	27	disease	2784.0727598612507	moderate	4
dark	28	WT	2789.424605677267	moderate	4
dark	28	disease	289.4246056772673	moderate	4
dark	29	WT	1295.7498426278144	moderate	4
dark	29	disease	-1204.2501573721856	moderate	4
light	30	WT	0	moderate	4
light	30	disease	0	moderate	4
light	31	WT	0	moderate	4
light	31	disease	0	moderate	4
light	32	WT	0	moderate	4
light	32	disease	0	moderate	4
light	33	WT	0	moderate	4
light	33	disease	0	moderate	4
light	34	WT	0	moderate	4
light	34	disease	0	moderate	4
light	35	WT	0	moderate	4
light	35	disease	0	moderate	4
light	36	WT	0	moderate	4
light	36	disease	0	moderate	4
light	37	WT	0	moderate	4
light	37	disease	0	moderate	4
light	38	WT	0	moderate	4
light	38	disease	0	moderate	4
light	39	WT	0	moderate	4
light	39	disease	0	moderate	4
dark	40	WT	7017.033774012975	moderate	4
dark	40	disease	4517.033774012975	moderate	4
dark	41	WT	6249.879684737945	moderate	4
dark	41	disease	3749.8796847379454	moderate	4
dark	42	WT	5234.252446748281	moderate	4
dark	42	disease	2734.2524467482804	moderate	4
dark	43	WT	5273.493403325575	moderate	4
dark	43	disease	2773.4934033255745	moderate	4
dark	44	WT	6067.513749310029	moderate	4
dark	44	disease	3567.5137493100287	moderate	4
dark	45	WT	5427.6104033011015	moderate	4
dark	45	disease	2927.6104033011015	moderate	4
dark	46	WT	4934.5772250112595	moderate	4
dark	46	disease	2434.5772250112595	moderate	4
dark	47	WT	3579.187207845383	moderate	4
dark	47	disease	1079.187207845383	moderate	4
dark	48	WT	2996.495866162651	moderate	4
dark	48	disease	496.49586616265094	moderate	4
dark	49	WT	1917.3163517367182	moderate	4
dark	49	disease	-582.6836482632818	moderate	4
light	50	WT	0	moderate	4
light	50	disease	0	moderate	4
light	51	WT	0	moderate	4
light	51	disease	0	moderate	4
light	52	WT	0	moderate	4
light	52	disease	0	moderate	4
light	53	WT	0	moderate	4
light	53	disease	0	moderate	4
light	54	WT	0	moderate	4
light	54	disease	0	moderate	4
light	55	WT	0	moderate	4
light	55	disease	0	moderate	4
light	56	WT	0	moderate	4
light	56	disease	0	moderate	4
light	57	WT	0	moderate	4
light	57	disease	0	moderate	4
light	58	WT	0	moderate	4
light	58	disease	0	moderate	4
light	59	WT	0	moderate	4
light	59	disease	0	moderate	4
dark	60	WT	5613.809821999614	moderate	4
dark	60	disease	3113.809821999614	moderate	4
dark	61	WT	6371.195804494612	moderate	4
dark	61	disease	3871.1958044946123	moderate	4
dark	62	WT	5682.261991671524	moderate	4
dark	62	disease	3182.261991671524	moderate	4
dark	63	WT	5093.340446120561	moderate	4
dark	63	disease	2593.340446120561	moderate	4
dark	64	WT	5744.459027312273	moderate	4
dark	64	disease	3244.459027312273	moderate	4
dark	65	WT	5610.922981094114	moderate	4
dark	65	disease	3110.922981094114	moderate	4
dark	66	WT	3387.8681477668742	moderate	4
dark	66	disease	887.8681477668744	moderate	4
dark	67	WT	2766.583716939635	moderate	4
dark	67	disease	266.58371693963505	moderate	4
dark	68	WT	1939.141881105702	moderate	4
dark	68	disease	-560.8581188942981	moderate	4
dark	69	WT	3212.6158544839186	moderate	4
dark	69	disease	712.6158544839186	moderate	4
light	70	WT	0	moderate	4
light	70	disease	0	moderate	4
light	71	WT	0	moderate	4
light	71	disease	0	moderate	4
light	72	WT	0	moderate	4
light	72	disease	0	moderate	4
light	73	WT	0	moderate	4
light	73	disease	0	moderate	4
light	74	WT	0	moderate	4
light	74	disease	0	moderate	4
light	75	WT	0	moderate	4
light	75	disease	0	moderate	4
light	76	WT	0	moderate	4
light	76	disease	0	moderate	4
light	77	WT	0	moderate	4
light	77	disease	0	moderate	4
light	78	WT	0	moderate	4
light	78	disease	0	moderate	4
light	79	WT	0	moderate	4
light	79	disease	0	moderate	4
dark	80	WT	6271.7619552596125	moderate	4
dark	80	disease	3771.7619552596125	moderate	4
dark	81	WT	4498.782075470659	moderate	4
dark	81	disease	1998.7820754706593	moderate	4
dark	82	WT	5060.9844480239935	moderate	4
dark	82	disease	2560.9844480239935	moderate	4
dark	83	WT	5744.516206379174	moderate	4
dark	83	disease	3244.5162063791745	moderate	4
dark	84	WT	4266.687381734459	moderate	4
dark	84	disease	1766.6873817344597	moderate	4
dark	85	WT	3664.584847693222	moderate	4
dark	85	disease	1164.5848476932222	moderate	4
dark	86	WT	2137.822486920426	moderate	4
dark	86	disease	-362.17751307957417	moderate	4
dark	87	WT	2861.53200693801	moderate	4
dark	87	disease	361.5320069380101	moderate	4
dark	88	WT	3348.610789862855	moderate	4
dark	88	disease	848.610789862855	moderate	4
dark	89	WT	1258.0632929188425	moderate	4
dark	89	disease	-1241.9367070811575	moderate	4
acclimation	0	WT	5132.613356249741	high	4
acclimation	0	disease	2632.6133562497407	high	4
acclimation	1	WT	3843.855062078164	high	4
acclimation	1	disease	1343.8550620781639	high	4
acclimation	2	WT	3185.4267430452187	high	4
acclimation	2	disease	685.4267430452187	high	4
acclimation	3	WT	4381.486251897188	high	4
acclimation	3	disease	1881.4862518971881	high	4
acclimation	4	WT	2793.1024049702482	high	4
acclimation	4	disease	293.102404970248	high	4
acclimation	5	WT	5062.072354483197	high	4
acclimation	5	disease	2562.0723544831967	high	4
acclimation	6	WT	4767.302919516738	high	4
acclimation	6	disease	2267.3029195167383	high	4
acclimation	7	WT	3692.9476012330756	high	4
acclimation	7	disease	1192.9476012330756	high	4
acclimation	8	WT	4636.429934541958	high	4
acclimation	8	disease	2136.429934541958	high	4
acclimation	9	WT	4081.639346031259	high	4
acclimation	9	disease	1581.6393460312588	high	4
acclimation	10	WT	4349.628781368987	high	4
acclimation	10	disease	1849.628781368987	high	4
acclimation	11	WT	4107.576970763297	high	4
acclimation	11	disease	1607.5769707632971	high	4
acclimation	12	WT	5114.2373126640705	high	4
acclimation	12	disease	2614.2373126640705	high	4
acclimation	13	WT	3790.9215822639076	high	4
acclimation	13	disease	1290.9215822639076	high	4
acclimation	14	WT	4724.762837300843	high	4
acclimation	14	disease	2224.762837300843	high	4
acclimation	15	WT	5151.490401048346	high	4
acclimation	15	disease	2651.4904010483465	high	4
acclimation	16	WT	5246.381905250264	high	4
acclimation	16	disease	2746.381905250264	high	4
acclimation	17	WT	4239.128347710774	high	4
acclimation	17	disease	1739.128347710774	high	4
acclimation	18	WT	3437.48896403482	high	4
acclimation	18	disease	937.4889640348201	high	4
acclimation	19	WT	3746.942866589166	high	4
acclimation	19	disease	1246.942866589166	high	4
dark	20	WT	8052.326802306052	high	4
dark	20	disease	5552.326802306052	high	4
dark	21	WT	5788.625765073593	high	4
dark	21	disease	3288.6257650735934	high	4
dark	22	WT	6420.058194784163	high	4
dark	22	disease	3920.058194784163	high	4
dark	23	WT	5406.49084538371	high	4
dark	23	disease	2906.4908453837097	high	4
dark	24	WT	5317.896210058172	high	4
dark	24	disease	2817.896210058172	high	4
dark	25	WT	5026.01249408865	high	4
dark	25	disease	2526.01249408865	high	4
dark	26	WT	6009.307991942296	high	4
dark	26	disease	3509.3079919422967	high	4
dark	27	WT	4807.153982480308	high	4
dark	27	disease	2307.153982480307	high	4
dark	28	WT	4563.561602081321	high	4
dark	28	disease	2063.561602081322	high	4
dark	29	WT	2046.4940177717838	high	4
dark	29	disease	-453.5059822282163	high	4
light	30	WT	0	high	4
light	30	disease	0	high	4
light	31	WT	0	high	4
light	31	disease	0	high	4
light	32	WT	0	high	4
light	32	disease	0	high	4
light	33	WT	0	high	4
light	33	disease	0	high	4
light	34	WT	0	high	4
light	34	disease	0	high	4
light	35	WT	0	high	4
light	35	disease	0	high	4
light	36	WT	0	high	4
light	36	disease	0	high	4
light	37	WT	0	high	4
light	37	disease	0	high	4
light	38	WT	0	high	4
light	38	disease	0	high	4
light	39	WT	0	high	4
light	39	disease	0	high	4
dark	40	WT	5500.430024241162	high	4
dark	40	disease	3000.430024241162	high	4
dark	41	WT	5751.196338080447	high	4
dark	41	disease	3251.1963380804477	high	4
dark	42	WT	4524.1101231179255	high	4
dark	42	disease	2024.1101231179255	high	4
dark	43	WT	3697.498505625747	high	4
dark	43	disease	1197.498505625747	high	4
dark	44	WT	6062.665834264915	high	4
dark	44	disease	3562.6658342649157	high	4
dark	45	WT	5046.024913601569	high	4
dark	45	disease	2546.0249136015686	high	4
dark	46	WT	4752.925108507282	high	4
dark	46	disease	2252.925108507282	high	4
dark	47	WT	3844.6575397301704	high	4
dark	47	disease	1344.6575397301704	high	4
dark	48	WT	1762.3302573367823	high	4
dark	48	disease	-737.6697426632176	high	4
dark	49	WT	1958.6868630697231	high	4
dark	49	disease	-541.3131369302769	high	4
light	50	WT	0	high	4
light	50	disease	0	high	4
light	51	WT	0	high	4
light	51	disease	0	high	4
light	52	WT	0	high	4
light	52	disease	0	high	4
light	53	WT	0	high	4
light	53	disease	0	high	4
light	54	WT	0	high	4
light	54	disease	0	high	4
light	55	WT	0	high	4
light	55	disease	0	high	4
light	56	WT	0	high	4
light	56	disease	0	high	4
light	57	WT	0	high	4
light	57	disease	0	high	4
light	58	WT	0	high	4
light	58	disease	0	high	4
light	59	WT	0	high	4
light	59	disease	0	high	4
dark	60	WT	4785.485505338698	high	4
dark	60	disease	2285.485505338698	high	4
dark	61	WT	6345.22259295748	high	4
dark	61	disease	3845.2225929574797	high	4
dark	62	WT	5686.425587128484	high	4
dark	62	disease	3186.425587128484	high	4
dark	63	WT	5853.13965051809	high	4
dark	63	disease	3353.13965051809	high	4
dark	64	WT	5120.262519363109	high	4
dark	64	disease	2620.2625193631093	high	4
dark	65	WT	5449.001303430151	high	4
dark	65	disease	2949.001303430151	high	4
dark	66	WT	3504.505958325596	high	4
dark	66	disease	1004.5059583255962	high	4
dark	67	WT	2694.194190655877	high	4
dark	67	disease	194.19419065587684	high	4
dark	68	WT	3259.4115304330844	high	4
dark	68	disease	759.4115304330843	high	4
dark	69	WT	2360.60022019378	high	4
dark	69	disease	-139.39977980622018	high	4
light	70	WT	0	high	4
light	70	disease	0	high	4
light	71	WT	0	high	4
light	71	disease	0	high	4
light	72	WT	0	high	4
light	72	disease	0	high	4
light	73	WT	0	high	4
light	73	disease	0	high	4
light	74	WT	0	high	4
light	74	disease	0	high	4
light	75	WT	0	high	4
light	75	disease	0	high	4
light	76	WT	0	high	4
light	76	disease	0	high	4
light	77	WT	0	high	4
light	77	disease	0	high	4
light	78	WT	0	high	4
light	78	disease	0	high	4
light	79	WT	0	high	4
light	79	disease	0	high	4
dark	80	WT	5708.974234164379	high	4
dark	80	disease	3208.9742341643787	high	4
dark	81	WT	7257.320211901971	high	4
dark	81	disease	4757.320211901971	high	4
dark	82	WT	5062.899304977729	high	4
dark	82	disease	2562.8993049777296	high	4
dark	83	WT	3938.8167664612824	high	4
dark	83	disease	1438.8167664612824	high	4
dark	84	WT	5121.668450339383	high	4
dark	84	disease	2621.6684503393826	high	4
dark	85	WT	3296.194808682065	high	4
dark	85	disease	796.194808682065	high	4
dark	86	WT	3016.4156863017533	high	4
dark	86	disease	516.4156863017536	high	4
dark	87	WT	2322.043549340068	high	4
dark	87	disease	-177.95645065993241	high	4
dark	88	WT	2729.6647026582646	high	4
dark	88	disease	229.66470265826464	high	4
dark	89	WT	800.5178022303469	high	4
dark	89	disease	-1699.482197769653	high	4
acclimation	0	WT	4911.618994742063	low	5
acclimation	0	disease	2411.618994742062	low	5
acclimation	1	WT	5037.964794059475	low	5
acclimation	1	disease	2537.9647940594746	low	5
acclimation	2	WT	3462.8190367026054	low	5
acclimation	2	disease	962.8190367026056	low	5
acclimation	3	WT	4902.493130852069	low	5
acclimation	3	disease	2402.4931308520686	low	5
acclimation	4	WT	4222.911956714307	low	5
acclimation	4	disease	1722.9119567143073	low	5
acclimation	5	WT	4443.0541134560135	low	5
acclimation	5	disease	1943.054113456014	low	5
acclimation	6	WT	4442.184221259828	low	5
acclimation	6	disease	1942.1842212598276	low	5
acclimation	7	WT	3394.222534882763	low	5
acclimation	7	disease	894.22253488276294	low	5
acclimation	8	WT	4498.782194048859	low	5
acclimation	8	disease	1998.7821940488595	low	5
acclimation	9	WT	4366.78612134606	low	5
acclimation	9	disease	1866.7861213460596	low	5
acclimation	10	WT	4037.0929003847714	low	5
acclimation	10	disease	1537.0929003847714	low	5
acclimation	11	WT	4542.2497488184035	low	5
acclimation	11	disease	2042.2497488184035	low	5
acclimation	12	WT	4688.598692999149	low	5
acclimation	12	disease	2188.5986929991486	low	5
acclimation	13	WT	3881.835915435597	low	5
acclimation	13	disease	1381.8359154355971	low	5
acclimation	14	WT	3696.5182265432068	low	5
acclimation	14	disease	1196.518226543207	low	5
acclimation	15	WT	4535.520860503969	low	5
acclimation	15	disease	2035.5208605039686	low	5
acclimation	16	WT	5085.925208426609	low	5
acclimation	16	disease	2585.9252084266086	low	5
acclimation	17	WT	2743.6485129897183	low	5
acclimation	17	disease	243.64851298971826	low	5
acclimation	18	WT	3805.3575043907954	low	5
acclimation	18	disease	1305.3575043907956	low	5
acclimation	19	WT	4247.802553744696	low	5
acclimation	19	disease	1747.8025537446954	low	5
dark	20	WT	6790.662614231102	low	5
dark	20	disease	4290.662614231102	low	5
dark	21	WT	5952.855880830289	low	5
dark	21	disease	3452.8558808302887	low	5
dark	22	WT	6081.613382790331	low	5
dark	22	disease	3581.6133827903313	low	5
dark	23	WT	4575.953711319358	low	5
dark	23	disease	2075.9537113193587	low	5
dark	24	WT	4608.379552691508	low	5
dark	24	disease	2108.3795526915087	low	5
dark	25	WT	5205.390375458744	low	5
dark	25	disease	2705.3903754587436	low	5
dark	26	WT	4854.598233541419	low	5
dark	26	disease	2354.5982335414187	low	5
dark	27	WT	4926.297072794437	low	5
dark	27	disease	2426.297072794437	low	5
dark	28	WT	2462.288139716157	low	5
dark	28	disease	-37.711860283843066	low	5
dark	29	WT	1856.6999368582992	low	5
dark	29	disease	-643.3000631417008	low	5
light	30	WT	0	low	5
light	30	disease	0	low	5
light	31	WT	0	low	5
light	31	disease	0	low	5
light	32	WT	0	low	5
light	32	disease	0	low	5
light	33	WT	0	low	5
light	33	disease	0	low	5
light	34	WT	0	low	5
light	34	disease	0	low	5
light	35	WT	0	low	5
light	35	disease	0	low	5
light	36	WT	0	low	5
light	36	disease	0	low	5
light	37	WT	0	low	5
light	37	disease	0	low	5
light	38	WT	0	low	5
light	38	disease	0	low	5
light	39	WT	0	low	5
light	39	disease	0	low	5
dark	40	WT	6910.569612474549	low	5
dark	40	disease	4410.569612474549	low	5
dark	41	WT	5832.503049128993	low	5
dark	41	disease	3332.5030491289926	low	5
dark	42	WT	5199.34831548086	low	5
dark	42	disease	2699.3483154808605	low	5
dark	43	WT	5362.216127417683	low	5
dark	43	disease	2862.2161274176833	low	5
dark	44	WT	5696.700707287582	low	5
dark	44	disease	3196.700707287582	low	5
dark	45	WT	5996.208775926258	low	5
dark	45	disease	3496.208775926258	low	5
dark	46	WT	5039.46502058049	low	5
dark	46	disease	2539.46502058049	low	5
dark	47	WT	3604.561035194251	low	5
dark	47	disease	1104.561035194251	low	5
dark	48	WT	2494.676366639266	low	5
dark	48	disease	-5.323633360734021	low	5
dark	49	WT	2458.466186183068	low	5
dark	49	disease	-41.53381381693163	low	5
light	50	WT	0	low	5
light	50	disease	0	low	5
light	51	WT	0	low	5
light	51	disease	0	low	5
light	52	WT	0	low	5
light	52	disease	0	low	5
light	53	WT	0	low	5
light	53	disease	0	low	5
light	54	WT	0	low	5
light	54	disease	0	low	5
light	55	WT	0	low	5
light	55	disease	0	low	5
light	56	WT	0	low	5
light	56	disease	0	low	5
light	57	WT	0	low	5
light	57	disease	0	low	5
light	58	WT	0	low	5
light	58	disease	0	low	5
light	59	WT	0	low	5
light	59	disease	0	low	5
dark	60	WT	6401.525641333755	low	5
dark	60	disease	3901.5256413337547	low	5
dark	61	WT	5789.1558792747055	low	5
dark	61	disease	3289.155879274706	low	5
dark	62	WT	5323.3990826354475	low	5
dark	62	disease	2823.399082635448	low	5
dark	63	WT	5703.969148232241	low	5
dark	63	disease	3203.969148232241	low	5
dark	64	WT	5608.412859108002	low	5
dark	64	disease	3108.4128591080016	low	5
dark	65	WT	4996.127735556107	low	5
dark	65	disease	2496.1277355561074	low	5
dark	66	WT	3557.4872455638433	low	5
dark	66	disease	1057.4872455638433	low	5
dark	67	WT	2592.6286177144757	low	5
dark	67	disease	92.62861771447561	low	5
dark	68	WT	1972.823289301824	low	5
dark	68	disease	-527.1767106981762	low	5
dark	69	WT	2904.347564365164	low	5
dark	69	disease	404.3475643651641	low	5
light	70	WT	0	low	5
light	70	disease	0	low	5
light	71	WT	0	low	5
light	71	disease	0	low	5
light	72	WT	0	low	5
light	72	disease	0	low	5
light	73	WT	0	low	5
light	73	disease	0	low	5
light	74	WT	0	low	5
light	74	disease	0	low	5
light	75	WT	0	low	5
light	75	disease	0	low	5
light	76	WT	0	low	5
light	76	disease	0	low	5
light	77	WT	0	low	5
light	77	disease	0	low	5
light	78	WT	0	low	5
light	78	disease	0	low	5
light	79	WT	0	low	5
light	79	disease	0	low	5
dark	80	WT	6023.135352465552	low	5
dark	80	disease	3523.1353524655524	low	5
dark	81	WT	5318.025912890021	low	5
dark	81	disease	2818.0259128900207	low	5
dark	82	WT	5205.494366944057	low	5
dark	82	disease	2705.494366944057	low	5
dark	83	WT	4912.412235852606	low	5
dark	83	disease	2412.4122358526056	low	5
dark	84	WT	4873.447278868041	low	5
dark	84	disease	2373.447278868041	low	5
dark	85	WT	3428.012307184581	low	5
dark	85	disease	928.012307184581	low	5
dark	86	WT	2932.450834982342	low	5
dark	86	disease	432.4508349823417	low	5
dark	87	WT	2526.269463773164	low	5
dark	87	disease	26.26946377316382	low	5
dark	88	WT	3340.088376022535	low	5
dark	88	disease	840.0883760225349	low	5
dark	89	WT	1249.043758366331	low	5
dark	89	disease	-1250.956241633669	low	5
acclimation	0	WT	4098.459547472408	moderate	5
acclimation	0	disease	1598.4595474724083	moderate	5
acclimation	1	WT	5479.900913185199	moderate	5
acclimation	1	disease	2979.9009131851994	moderate	5
acclimation	2	WT	4455.659588370436	moderate	5
acclimation	2	disease	1955.6595883704354	moderate	5
acclimation	3	WT	4877.385948006531	moderate	5
acclimation	3	disease	2377.3859480065316	moderate	5
acclimation	4	WT	5080.300160703497	moderate	5
acclimation	4	disease	2580.3001607034967	moderate	5
acclimation	5	WT	4197.9378773495555	moderate	5
acclimation	5	disease	1697.937877349555	moderate	5
acclimation	6	WT	5392.302721940564	moderate	5
acclimation	6	disease	2892.302721940564	moderate	5
acclimation	7	WT	2971.351494521253	moderate	5
acclimation	7	disease	471.35149452125285	moderate	5
acclimation	8	WT	3746.6990825207845	moderate	5
acclimation	8	disease	1246.6990825207845	moderate	5
acclimation	9	WT	4417.432630607086	moderate	5
